Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Target
0;1;0;38;7;5;12,18;7;4;11,81;Dropout
1;1;0;36;6;3;11,33;6;5;11,4;Dropout
1;1;0;18;8;7;13;8;7;13;Graduate
0;1;0;19;5;0;0;6;0;0;Dropout
1;1;0;24;5;2;12,5;5;3;12,33;Dropout
1;1;0;20;6;5;11;6;5;12,17;Graduate
1;1;0;21;0;0;0;0;0;0;Dropout
1;1;0;32;5;0;0;5;0;0;Dropout
1;1;0;39;5;0;0;5;1;10;Dropout
0;1;0;33;5;0;0;5;0;0;Dropout
1;1;1;20;5;5;12,4;5;4;10,75;Graduate
1;1;0;19;6;6;15,5;6;6;14,1;Graduate
0;1;0;43;5;2;11,5;5;3;10,8;Dropout
1;1;0;49;5;4;13,33;5;4;11,6;Dropout
1;1;1;18;6;6;12,67;6;6;13,5;Graduate
1;1;0;27;6;0;0;6;0;0;Enrolled
1;1;1;19;5;5;12,6;5;5;13,6;Dropout
1;1;1;45;6;6;13,5;6;0;0;Dropout
0;1;0;19;6;6;13;6;6;13;Graduate
1;1;1;21;6;6;11,71;6;4;11,75;Graduate
1;1;1;18;6;6;12,17;6;5;13;Graduate
1;1;0;18;5;0;0;5;0;0;Dropout
0;1;0;29;6;0;0;6;0;0;Dropout
1;1;0;19;5;5;11,5;5;5;11,6;Graduate
1;1;1;18;5;4;11,25;5;4;12,25;Enrolled
1;1;1;22;7;7;12,29;9;8;12,38;Graduate
1;1;1;18;7;7;12,72;8;8;12,81;Dropout
1;1;0;20;6;5;12,4;6;2;15;Enrolled
1;1;0;20;0;0;0;0;0;0;Dropout
1;1;1;29;6;1;14;6;0;0;Dropout
1;1;0;29;5;3;11,67;5;4;11,25;Dropout
1;1;0;23;6;1;13;6;4;11,25;Enrolled
1;1;0;19;0;0;0;0;0;0;Dropout
1;1;0;18;5;0;0;5;1;12;Dropout
1;1;0;22;6;4;11,5;6;2;12,5;Dropout
1;1;0;34;10;7;11,71;10;6;11,5;Dropout
1;1;0;26;5;5;12,6;5;5;13,71;Graduate
1;1;0;24;17;13;11,64;17;12;11,25;Dropout
1;1;1;17;6;6;14,88;6;6;13,43;Graduate
1;1;0;21;5;2;10;5;3;10,33;Enrolled
1;1;0;34;5;5;14,2;5;5;14,6;Enrolled
1;1;0;19;6;6;12,71;6;6;13,5;Graduate
0;1;0;49;12;5;11,6;7;5;11,2;Dropout
1;1;0;23;7;5;11,94;7;6;12,2;Dropout
1;1;0;18;5;4;11,6;5;3;14,2;Dropout
1;1;0;20;7;5;12,7;8;7;13,48;Enrolled
1;1;0;19;6;6;13,33;6;5;13,8;Graduate
1;1;0;24;9;8;13,33;10;9;13,11;Enrolled
1;1;0;18;5;5;13,4;5;5;15;Graduate
0;1;0;45;6;0;0;6;0;0;Dropout
1;1;0;30;5;2;11;5;0;0;Dropout
1;1;0;28;15;13;12;13;9;11,33;Dropout
1;1;0;40;5;0;0;5;0;0;Dropout
0;1;0;32;5;0;0;5;0;0;Dropout
1;1;0;19;6;4;12,5;6;4;10,25;Dropout
1;1;0;20;6;6;13,67;6;6;12,17;Graduate
1;1;0;18;5;1;10;5;0;0;Dropout
0;1;0;20;6;6;11,5;6;2;13;Dropout
1;1;0;39;5;4;12,25;5;4;12,75;Enrolled
0;1;0;19;6;5;13,6;6;5;13,67;Enrolled
1;1;0;38;5;2;10,5;5;3;11,33;Enrolled
1;1;1;18;7;6;13,27;7;6;13,27;Graduate
1;1;1;18;7;7;12,51;8;8;14,19;Graduate
1;1;0;28;5;0;0;5;0;0;Dropout
0;1;0;31;6;0;0;6;0;0;Dropout
1;1;0;23;7;6;13,48;7;6;13,48;Graduate
1;1;0;21;7;6;12,57;8;5;12,16;Enrolled
0;1;0;33;6;0;0;5;0;0;Dropout
1;1;0;22;5;3;13;5;3;11,67;Dropout
1;1;0;20;5;5;16,5;5;5;17,71;Dropout
1;1;0;19;6;6;13,17;6;5;13,2;Enrolled
1;1;0;20;6;6;13,8;6;6;13,14;Graduate
1;1;0;25;6;6;11,17;6;4;11,8;Enrolled
0;1;0;25;6;0;0;6;0;0;Dropout
1;1;0;19;6;6;12,67;6;6;12,14;Enrolled
1;1;0;20;5;5;12,6;5;4;14,5;Graduate
1;1;0;33;7;5;13,06;7;0;0;Enrolled
1;1;0;19;6;6;13,83;6;6;13,63;Graduate
1;1;0;31;5;0;0;5;0;0;Dropout
0;1;0;24;6;2;16;7;2;16;Dropout
0;1;0;23;5;0;0;5;0;0;Dropout
0;1;1;26;5;3;10,67;5;3;10,67;Dropout
1;1;0;38;18;18;14,5;18;18;14,5;Graduate
1;1;1;20;5;5;14;5;5;13,8;Graduate
1;1;0;20;5;3;13,33;5;5;13,57;Graduate
1;1;0;25;6;0;0;6;0;0;Dropout
1;1;0;19;6;5;12;6;4;11,2;Graduate
1;1;0;18;5;5;16,2;5;5;16;Graduate
1;1;0;28;13;7;10,29;11;5;10,6;Dropout
1;1;0;18;5;0;0;5;0;0;Enrolled
1;1;1;20;6;6;13,57;6;6;13,17;Graduate
1;1;0;18;6;6;14,29;6;6;14,86;Graduate
1;1;0;19;5;5;10,2;5;4;10,5;Graduate
1;1;0;24;8;2;10,25;8;2;10,25;Dropout
1;1;0;21;6;0;0;6;0;0;Dropout
1;1;1;20;6;6;14,83;6;6;14,83;Graduate
1;1;0;21;6;5;13,63;6;5;12,6;Graduate
1;1;0;24;7;7;12,27;8;7;13,66;Graduate
1;1;0;27;5;0;0;5;0;0;Dropout
0;1;0;19;5;4;12,5;5;5;10,5;Enrolled
1;1;0;39;9;9;13,22;7;7;13,14;Graduate
1;1;0;25;7;2;15;7;2;11,5;Dropout
0;1;0;18;0;0;0;0;0;0;Dropout
1;1;0;19;12;12;13,17;12;12;13;Graduate
1;1;1;21;6;5;13,83;6;4;14;Graduate
1;1;0;27;5;0;0;5;0;0;Dropout
1;1;0;19;5;0;0;5;0;0;Enrolled
1;1;0;18;8;7;13,15;8;7;13,15;Enrolled
1;1;0;27;12;9;12,33;11;6;13,17;Dropout
1;1;0;18;6;6;13;6;5;11,8;Dropout
1;1;0;19;5;2;11,5;5;5;11,4;Enrolled
1;1;0;19;6;3;13,25;6;1;12;Dropout
1;1;0;22;6;3;13,33;6;3;12,75;Enrolled
1;0;0;18;6;6;13,5;6;6;12,17;Graduate
1;0;1;18;6;6;12,67;6;5;12,8;Graduate
1;0;0;23;11;11;15,09;6;6;14,5;Dropout
0;1;0;20;0;0;0;0;0;0;Dropout
1;1;0;18;6;6;13,17;6;6;12,67;Graduate
1;1;0;18;6;6;12,83;6;6;12,83;Graduate
1;1;0;18;5;5;11,8;5;3;12;Enrolled
1;1;0;20;6;6;11,83;6;6;12,17;Graduate
1;1;0;20;6;5;12,8;6;3;12,75;Graduate
1;1;0;21;7;5;11,8;9;5;11;Dropout
1;1;0;22;0;0;0;0;0;0;Enrolled
1;1;0;20;5;5;15,8;5;5;14,57;Dropout
1;1;0;19;0;0;0;0;0;0;Enrolled
1;1;0;19;5;2;12,5;5;3;11,6;Enrolled
1;1;0;20;6;6;14,67;6;6;13,86;Graduate
1;1;0;19;6;4;12,5;6;2;12;Dropout
1;1;0;19;5;3;12;6;2;10,5;Dropout
1;1;0;24;8;7;13,14;6;6;11,83;Enrolled
1;1;0;18;6;3;12,67;6;4;11,14;Dropout
0;1;1;18;5;5;15;5;5;14,2;Enrolled
1;0;0;18;6;5;13,6;6;5;11,8;Dropout
1;0;0;18;6;6;12,5;6;6;13,83;Graduate
1;0;1;21;6;6;13,33;6;6;13,5;Graduate
1;0;0;18;6;4;12,25;6;5;11;Dropout
1;0;1;18;7;7;15,1;8;8;16,09;Graduate
1;0;1;18;6;6;13,17;6;6;16;Graduate
1;0;0;23;6;4;11;6;0;0;Dropout
1;0;0;21;5;3;11,67;5;4;11,75;Graduate
1;0;0;20;6;1;10;6;1;13;Enrolled
1;0;0;26;7;7;11,57;6;2;11;Dropout
1;0;1;18;6;6;12,17;6;5;11,2;Enrolled
1;0;0;18;0;0;0;0;0;0;Dropout
0;0;1;19;6;6;13,83;6;6;14,29;Graduate
1;0;1;20;7;6;12,36;8;7;13;Graduate
0;0;0;19;6;6;12,17;6;2;10,33;Dropout
1;0;0;21;6;3;12;6;2;12,5;Enrolled
1;0;0;33;10;9;12,42;9;7;13;Graduate
1;0;0;18;5;4;12,75;5;4;12,75;Graduate
1;0;0;21;21;18;14,93;21;18;14,93;Graduate
1;0;0;19;6;6;13;6;6;11,67;Graduate
0;0;0;33;7;7;12,86;7;6;12,67;Enrolled
1;0;0;18;7;7;14,46;8;8;13,91;Graduate
1;0;1;18;6;6;14;6;6;13,29;Graduate
1;0;1;20;6;6;13,5;6;6;12,67;Graduate
0;0;0;20;6;0;0;6;0;0;Dropout
1;0;1;20;6;6;11,67;6;5;14;Graduate
1;0;1;19;5;4;12;5;5;13,33;Graduate
1;0;1;19;6;6;11,71;6;6;11,83;Graduate
1;0;0;21;6;6;12,67;6;6;12,43;Graduate
1;0;0;26;6;3;11,75;6;4;12,8;Enrolled
1;0;0;21;6;0;0;6;0;0;Dropout
1;0;0;18;8;7;12,33;8;7;12,33;Graduate
1;0;0;27;7;6;11,67;7;1;10;Dropout
1;0;1;20;12;12;13,25;12;11;12,73;Graduate
1;0;0;21;6;5;11,83;6;4;13,25;Enrolled
1;0;1;18;7;7;13,3;8;8;15,13;Graduate
1;0;0;20;6;6;12,56;6;5;11,8;Enrolled
1;0;0;18;6;6;12,83;6;6;12,17;Graduate
1;0;1;20;6;6;12,83;6;6;12,83;Graduate
1;0;1;19;5;3;12,67;5;3;13;Graduate
1;0;0;20;7;6;13,27;8;7;14,47;Graduate
1;0;1;20;5;5;12,4;5;5;12,83;Graduate
1;0;0;20;5;2;14,5;5;4;11,25;Enrolled
1;0;0;19;6;0;0;5;0;0;Dropout
1;0;0;18;6;6;14,29;6;6;13,25;Graduate
1;0;0;18;5;3;12,33;5;5;12,6;Graduate
1;0;1;19;7;6;12,58;8;7;12,67;Graduate
1;0;0;19;7;6;13,73;8;7;13,77;Dropout
1;1;0;43;6;6;12,88;6;5;12,14;Enrolled
1;1;0;47;10;8;14,63;7;5;13,4;Dropout
0;1;0;23;3;0;0;2;0;0;Dropout
1;0;1;19;6;6;12,67;6;6;12,67;Graduate
1;0;0;20;8;6;12,49;8;6;12,49;Graduate
1;0;1;19;12;12;13,67;11;11;14,17;Graduate
1;0;0;19;6;6;16;6;6;14,5;Graduate
1;0;0;19;6;6;14,14;6;6;13;Graduate
1;0;1;39;6;6;11,83;6;4;13,75;Graduate
1;0;1;20;6;6;12,67;6;6;13;Graduate
1;0;0;21;6;6;12,5;6;6;12,67;Graduate
0;0;0;22;11;9;10,89;10;4;11,25;Graduate
1;0;0;19;6;1;13;5;0;0;Dropout
1;0;0;22;6;6;15,17;6;6;16;Graduate
1;0;1;19;6;6;12,67;6;6;12;Graduate
1;1;0;18;0;0;0;0;0;0;Dropout
1;1;0;26;5;5;12;5;5;10,2;Enrolled
0;1;0;36;5;0;0;5;0;0;Dropout
1;1;1;20;0;0;0;0;0;0;Graduate
1;1;0;30;5;2;11;5;4;11,5;Dropout
1;1;0;24;6;6;15,71;6;6;15,9;Dropout
1;1;0;26;15;11;10,82;14;11;11,64;Dropout
0;1;0;19;5;1;12;5;0;0;Dropout
1;1;0;34;6;5;12,6;6;4;11,25;Graduate
1;1;0;33;5;1;13;5;3;14;Enrolled
1;1;0;19;5;5;11,6;5;4;10,75;Graduate
0;1;0;26;5;1;10;5;1;11;Dropout
1;1;0;29;6;1;14;6;0;0;Dropout
1;1;1;19;5;5;12,6;5;2;12,5;Dropout
1;1;0;18;0;0;0;0;0;0;Dropout
0;1;0;29;5;2;11,33;5;1;12;Dropout
1;1;0;21;6;6;12,67;6;5;11,4;Graduate
1;1;0;19;6;5;10,8;6;2;10,5;Enrolled
1;1;0;20;7;5;12,88;8;7;11,86;Graduate
1;1;0;18;5;0;0;5;0;0;Dropout
1;1;0;18;6;6;12,83;6;5;11,4;Enrolled
1;1;1;21;5;5;12,6;5;3;12,83;Enrolled
1;1;0;20;5;0;0;5;0;0;Dropout
1;1;1;30;5;0;0;5;0;0;Dropout
1;1;0;19;6;6;14,17;6;6;14;Graduate
1;1;0;30;5;5;13,4;5;4;13,25;Dropout
1;1;1;22;5;5;11,2;5;4;11,25;Graduate
1;1;0;22;0;0;0;0;0;0;Graduate
0;1;0;19;6;6;12,67;6;5;11,8;Dropout
1;1;0;21;5;3;12,33;5;4;11,25;Dropout
1;1;0;21;5;4;12,25;5;5;12;Graduate
1;1;1;21;0;0;0;0;0;0;Dropout
1;1;0;27;5;3;10,75;5;3;10,33;Dropout
1;1;0;32;7;0;0;7;0;0;Dropout
0;1;0;40;6;0;0;6;0;0;Dropout
1;1;0;20;5;2;14,33;5;2;12,5;Enrolled
1;1;0;20;5;2;11,5;5;2;11,5;Dropout
1;1;0;18;0;0;0;0;0;0;Graduate
1;1;0;21;5;2;10,5;5;0;0;Dropout
1;1;0;18;6;6;13,5;6;0;0;Dropout
1;1;0;19;6;1;11;6;0;0;Enrolled
0;1;0;30;6;1;10;6;0;0;Dropout
1;1;0;29;6;0;0;6;0;0;Dropout
1;1;0;18;5;1;12;5;3;10,67;Dropout
1;1;1;18;5;4;12,25;5;5;12,2;Dropout
1;1;0;22;10;5;11,4;7;6;11,67;Dropout
0;1;0;27;5;0;0;5;0;0;Dropout
1;1;0;20;6;4;14,25;6;5;14;Graduate
1;1;0;42;12;11;14,45;11;10;14,2;Graduate
1;1;0;21;12;12;14,54;12;12;14,46;Graduate
1;1;0;23;7;6;12,73;8;7;11,95;Graduate
1;1;0;21;12;5;13,2;12;4;13,5;Dropout
1;1;0;19;0;0;0;0;0;0;Graduate
1;1;1;40;6;6;12,33;6;4;12,75;Dropout
1;1;0;22;9;5;11,2;9;7;11,25;Dropout
1;1;0;19;7;6;13,2;7;6;13,2;Graduate
1;1;1;24;5;5;11,83;5;4;14;Enrolled
1;1;0;21;6;5;11,33;6;2;11,5;Enrolled
1;1;0;18;5;5;13,6;5;5;14,6;Graduate
1;1;0;18;5;0;0;5;2;11,5;Dropout
1;1;0;24;6;5;12,86;6;5;13,67;Dropout
1;1;1;28;5;3;14,33;5;5;12,43;Enrolled
1;0;1;19;6;5;13,5;6;6;14;Graduate
1;0;0;28;6;6;14,43;6;4;15,6;Enrolled
1;0;0;18;6;0;0;6;0;0;Dropout
0;0;0;19;0;0;0;0;0;0;Graduate
1;0;1;19;8;8;12,83;8;8;12,83;Graduate
1;0;0;21;5;0;0;5;4;13,75;Graduate
1;0;0;18;7;0;0;8;0;0;Dropout
1;0;0;19;6;6;14,67;6;6;13,17;Graduate
1;0;0;19;8;7;13,94;8;7;13,94;Graduate
1;0;0;20;12;10;14,7;12;12;14,58;Graduate
1;0;0;18;6;6;11,67;6;5;12,2;Graduate
1;0;0;20;7;6;14,85;7;6;14,85;Graduate
1;0;0;26;5;1;12;5;0;0;Dropout
1;0;0;18;7;7;13,69;8;8;15,62;Dropout
1;0;0;58;6;5;12,4;6;5;11,6;Graduate
1;0;0;18;7;7;13,4;8;8;13,54;Graduate
1;0;0;20;6;5;11,8;6;4;12;Enrolled
1;0;0;20;5;0;0;5;0;0;Dropout
1;0;0;29;15;13;11,77;14;14;11,93;Graduate
0;0;0;27;6;0;0;5;0;0;Dropout
1;0;1;21;6;6;13,29;6;6;13;Graduate
1;0;1;20;6;6;11,67;6;6;11,17;Graduate
1;0;1;19;6;6;11,5;6;5;12,2;Graduate
1;0;1;22;7;6;13,08;8;6;13,15;Graduate
1;0;1;19;6;6;12,67;6;6;13;Graduate
0;0;0;19;6;3;11,33;6;0;0;Dropout
1;0;0;23;6;5;13,6;6;5;11,6;Enrolled
1;0;1;18;6;6;13,17;6;5;13,2;Dropout
1;0;0;19;6;0;0;6;0;0;Dropout
1;0;0;20;6;5;11,67;6;5;12,6;Graduate
1;0;1;19;6;6;13,5;6;6;13,43;Graduate
0;0;1;26;6;0;0;6;0;0;Dropout
1;0;1;18;6;6;13,17;6;6;14,14;Graduate
1;0;0;29;5;4;12,5;5;2;12,5;Dropout
0;0;0;20;6;6;13,38;6;6;13;Graduate
1;0;0;19;6;6;13,17;6;6;12,67;Graduate
1;0;0;23;6;4;13,4;6;2;13,5;Enrolled
1;0;0;25;7;3;13;8;3;11,67;Enrolled
1;0;0;18;8;7;13,15;8;7;13,15;Graduate
1;0;1;19;6;6;12,83;6;6;12,83;Graduate
1;0;0;18;7;7;12,14;7;7;13,14;Graduate
1;0;1;19;7;5;13,34;7;6;12,39;Enrolled
1;0;0;36;10;4;13;9;4;13,75;Dropout
1;1;1;20;6;3;12;6;3;11,67;Enrolled
1;1;0;20;0;0;0;0;0;0;Dropout
1;1;0;18;6;5;11;6;0;0;Dropout
1;1;0;19;6;5;11,5;6;6;11,33;Enrolled
0;1;0;20;9;3;13,33;6;2;12,5;Dropout
1;1;0;18;7;7;14,59;8;8;13,47;Graduate
1;1;0;20;6;4;11;6;3;10,67;Dropout
0;1;0;24;5;0;0;5;0;0;Dropout
1;1;0;19;6;0;0;6;0;0;Dropout
1;1;0;18;5;1;12;5;2;12;Dropout
1;1;0;18;5;5;14;5;5;13,2;Graduate
1;1;0;18;6;6;13,57;6;5;11,8;Graduate
1;1;0;22;6;0;0;6;0;0;Dropout
1;1;0;19;6;6;14,25;6;6;13,86;Graduate
0;0;0;32;6;0;0;6;0;0;Dropout
1;0;1;21;6;0;0;6;0;0;Dropout
1;0;1;19;8;7;13,54;8;7;13,54;Graduate
1;0;1;39;9;9;13,11;7;7;11,71;Graduate
1;0;0;30;9;9;12,67;7;7;12,14;Graduate
1;0;0;18;5;4;10,75;5;2;10;Dropout
1;0;0;38;10;4;10,75;10;2;10;Dropout
1;0;0;20;6;6;13,67;6;6;13,33;Graduate
1;0;0;55;6;6;13,83;6;6;12,83;Graduate
1;0;0;53;18;17;13,18;18;16;13;Dropout
1;0;0;54;6;4;12,75;6;5;12,6;Dropout
1;0;1;18;7;5;12,86;7;5;12,86;Enrolled
0;0;0;44;8;4;12;7;4;12;Dropout
1;0;0;28;11;9;11,67;11;9;12,56;Graduate
1;0;0;37;14;14;16,5;11;11;16,91;Graduate
1;0;0;20;10;9;12,33;7;7;11,78;Graduate
1;0;0;18;7;7;12,59;8;7;12,82;Enrolled
1;1;0;19;6;4;11,5;6;3;11;Dropout
1;1;1;23;18;18;11,89;13;13;12,92;Graduate
1;1;0;22;6;0;0;6;0;0;Dropout
0;1;0;24;6;0;0;6;0;0;Dropout
1;1;0;22;6;5;13;6;2;11,5;Enrolled
1;1;0;26;6;0;0;6;0;0;Dropout
1;1;0;18;6;6;15,17;6;6;14,83;Graduate
1;1;0;24;6;4;11,75;6;2;13,5;Dropout
1;1;0;18;5;0;0;5;1;15;Enrolled
1;1;0;26;0;0;0;0;0;0;Dropout
1;1;0;27;6;3;11,33;6;3;14,75;Dropout
1;1;1;20;6;5;12,6;6;5;13,2;Graduate
1;1;0;19;5;0;0;5;1;14;Dropout
1;1;1;18;6;6;15,5;6;4;15,5;Dropout
1;1;0;18;8;7;12,37;8;7;12,37;Graduate
1;1;0;19;6;5;13,2;6;5;13,25;Enrolled
1;1;0;34;12;7;11,43;12;7;11,86;Enrolled
1;1;0;19;6;0;0;6;0;0;Dropout
1;1;1;19;6;4;14;6;6;12,33;Graduate
1;1;0;30;12;3;12;12;5;11,8;Dropout
0;1;0;22;4;0;0;5;3;12;Dropout
0;1;0;19;5;4;10;5;3;11,33;Dropout
1;1;0;21;5;1;10;5;1;10;Dropout
0;1;0;22;0;0;0;0;0;0;Dropout
1;1;1;19;6;6;11,17;6;3;11,67;Enrolled
1;1;0;20;6;4;11,75;6;3;11,33;Enrolled
1;1;0;35;6;3;11,75;6;0;0;Dropout
1;1;0;20;5;1;10;5;1;11;Dropout
1;1;0;21;5;3;14;5;5;12,8;Graduate
0;1;0;27;5;0;0;5;0;0;Dropout
0;1;0;26;6;3;12;6;0;0;Dropout
0;1;0;20;6;0;0;5;0;0;Dropout
0;1;0;28;10;8;11,89;8;5;11,6;Dropout
1;1;0;19;6;6;13,83;6;6;13,67;Graduate
0;1;0;47;5;0;0;5;0;0;Dropout
0;1;0;55;6;5;11,4;6;5;12,4;Dropout
1;1;0;39;6;0;0;6;2;11;Dropout
1;1;0;35;17;14;10,64;12;12;10,67;Dropout
0;1;0;32;6;2;11;6;0;0;Dropout
1;1;0;20;6;6;16,83;6;6;16,67;Graduate
1;1;0;36;6;6;13,57;6;5;13,2;Graduate
1;1;1;34;5;5;14,71;5;5;14,38;Graduate
1;1;0;21;5;0;0;5;0;0;Dropout
1;1;1;42;5;1;10;5;1;11;Dropout
1;1;0;25;6;1;11;6;4;11,75;Dropout
1;1;1;18;6;1;11;6;0;0;Dropout
1;1;1;18;6;5;12;6;6;12,83;Graduate
1;1;0;19;6;6;11,13;6;6;11,86;Graduate
0;1;0;34;6;3;11,33;6;2;11,5;Dropout
1;1;0;20;6;2;12;6;0;0;Dropout
1;1;0;20;7;0;0;7;0;0;Dropout
1;1;0;21;8;7;14,54;8;7;14,54;Graduate
1;1;0;19;6;6;12,17;6;4;13;Graduate
0;1;0;31;5;4;13,5;5;3;11,67;Dropout
1;1;0;21;6;6;14,75;6;5;14,33;Graduate
1;1;1;20;5;5;12,38;5;5;11,67;Graduate
1;1;0;22;7;6;12,73;7;6;12,73;Graduate
0;1;0;19;6;4;12,5;6;0;0;Dropout
0;1;0;41;5;0;0;5;0;0;Dropout
1;1;0;27;7;0;0;7;0;0;Dropout
1;0;0;19;7;7;13,44;8;7;13,77;Dropout
1;0;1;20;8;8;14,2;8;8;14,2;Graduate
1;0;1;19;7;6;13,55;7;6;13,55;Graduate
1;0;0;35;5;5;11,6;5;5;11,17;Graduate
1;0;0;22;6;6;13,57;6;6;15,29;Graduate
1;0;1;20;6;6;13,83;6;6;15;Graduate
0;0;0;18;6;4;11,25;6;4;10,86;Dropout
1;0;1;18;6;5;10,2;6;4;11,25;Graduate
1;0;0;30;8;7;15,68;8;7;15,68;Graduate
1;0;1;18;6;6;10,83;6;6;12;Graduate
1;0;1;20;6;6;14,5;6;5;15;Enrolled
1;0;1;19;6;4;10,4;6;4;10,75;Enrolled
1;0;0;19;5;5;13;5;5;13,33;Graduate
1;0;1;21;7;7;12,24;8;8;14,13;Graduate
1;0;0;21;7;7;13;7;6;12,5;Enrolled
1;0;0;18;6;6;14,17;6;6;13,43;Enrolled
1;0;1;18;5;4;14,25;5;4;12,5;Graduate
0;0;0;35;5;1;12;5;2;10,5;Dropout
1;0;0;21;7;4;13,25;7;5;13,82;Enrolled
1;1;1;18;7;6;13,18;7;6;13,18;Graduate
1;1;0;22;6;1;11;6;0;0;Enrolled
1;1;1;20;7;7;11,97;8;8;12,65;Graduate
1;0;0;34;6;5;12,4;6;5;12,8;Graduate
1;0;0;33;8;5;12,6;7;5;11,25;Enrolled
1;0;1;22;7;6;13,9;7;6;13,9;Graduate
1;0;1;20;6;4;11,5;6;3;11;Enrolled
1;0;0;35;5;4;14,2;5;4;11,86;Enrolled
0;0;0;39;5;3;10,67;5;3;10,67;Dropout
0;0;0;19;7;0;0;8;0;0;Dropout
1;0;1;36;6;6;11;6;3;11,33;Graduate
1;0;1;21;8;7;13,96;8;7;13,96;Graduate
1;0;0;22;6;4;12,5;6;3;13,67;Enrolled
1;0;1;42;6;6;13,33;6;6;15,29;Graduate
1;0;0;34;5;0;0;5;0;0;Dropout
1;0;0;20;6;6;11,67;6;5;11,6;Enrolled
1;0;0;33;6;6;15,71;6;6;15,5;Graduate
1;0;0;20;6;5;11;6;5;11,4;Graduate
1;0;0;19;5;4;12,25;5;4;12,75;Graduate
1;0;0;34;10;5;12,2;9;8;12,22;Dropout
1;0;0;18;5;5;13;5;5;14;Graduate
1;0;1;24;6;4;12;6;6;13;Graduate
1;0;0;18;6;6;13,33;6;6;12,33;Graduate
1;0;0;20;5;3;13;5;3;13;Enrolled
1;0;0;21;8;7;12,91;8;7;12,91;Graduate
1;0;1;19;6;6;11;6;3;11;Graduate
1;0;1;19;7;6;13,58;8;8;12,94;Graduate
1;0;1;18;6;4;12,4;6;6;12,5;Graduate
1;0;1;38;9;8;12,89;7;7;13;Graduate
1;1;0;21;12;11;11,55;11;9;11,7;Enrolled
1;1;0;23;5;1;10;5;0;0;Enrolled
1;0;0;19;8;8;14,34;8;8;14,34;Graduate
0;0;0;18;6;6;14,14;6;5;12;Dropout
1;0;1;18;0;0;0;0;0;0;Graduate
1;0;0;24;6;5;11,8;6;4;11,25;Enrolled
1;0;1;18;6;6;13,33;6;6;14,17;Graduate
1;0;0;18;6;6;14,5;6;6;12,86;Graduate
1;0;0;26;10;8;12,67;10;10;13,4;Graduate
1;0;0;19;5;1;10;5;2;10;Enrolled
1;0;1;19;6;0;0;6;0;0;Dropout
1;0;0;19;6;4;11;6;4;12,5;Enrolled
1;0;0;20;5;2;12;5;4;11;Dropout
1;0;0;22;6;4;10;6;2;13,5;Enrolled
1;0;0;19;7;7;14,21;8;8;15,13;Graduate
1;0;0;20;7;7;14,31;8;8;15,01;Graduate
1;0;0;36;5;3;11;5;4;13,38;Enrolled
1;0;0;29;7;0;0;6;0;0;Dropout
1;0;0;19;6;6;12;6;4;11;Graduate
0;0;0;24;5;0;0;5;0;0;Dropout
0;0;0;27;6;0;0;6;0;0;Dropout
1;0;1;18;6;6;13,86;6;6;14,29;Graduate
1;0;1;18;0;0;0;0;0;0;Graduate
1;0;0;21;7;0;0;7;0;0;Dropout
1;0;1;43;6;5;11;6;5;13;Graduate
1;0;1;18;5;5;13,2;5;5;14,4;Graduate
1;0;1;21;6;6;13,5;6;3;15,33;Dropout
1;0;0;26;5;0;0;5;0;0;Dropout
1;0;1;19;8;7;14,21;8;7;14,21;Graduate
1;0;0;18;5;5;13;5;5;12,4;Graduate
1;0;0;22;6;2;12;6;1;10;Dropout
1;0;0;27;7;0;0;8;0;0;Dropout
1;0;0;18;5;5;12,8;5;5;12,6;Graduate
1;0;0;19;5;4;13,6;5;4;12,2;Graduate
1;0;0;18;7;7;13,97;8;8;15,75;Graduate
1;0;1;19;6;6;15;6;6;14,86;Graduate
0;0;0;32;6;0;0;6;0;0;Dropout
1;0;0;23;26;26;15,08;17;17;15,02;Graduate
1;0;0;20;7;6;13,38;7;6;13,38;Graduate
1;0;0;20;12;12;13,25;11;10;13,09;Graduate
0;0;0;19;6;5;11,71;6;2;10,67;Dropout
1;0;1;18;8;8;13,01;8;8;13,01;Graduate
1;0;0;21;6;3;10,67;6;4;12;Dropout
1;0;1;20;7;0;0;7;0;0;Enrolled
1;0;0;22;6;6;13;6;3;12,67;Graduate
1;0;0;26;5;5;12;5;5;11,4;Graduate
1;0;0;20;6;6;12,17;6;5;13,8;Graduate
1;0;0;19;7;6;11,85;8;7;13,65;Graduate
1;0;0;31;5;4;11;5;5;11,2;Graduate
1;0;1;20;7;7;12,33;8;8;11,74;Graduate
1;0;0;20;5;4;12;5;5;13,43;Graduate
1;0;0;21;7;7;14,43;8;8;14,51;Graduate
1;0;0;18;7;7;13,78;8;8;12,61;Graduate
1;0;1;19;7;6;13,8;7;6;13,8;Graduate
1;0;1;18;7;7;14,86;7;7;15,14;Graduate
1;0;0;40;6;5;13;6;5;12,6;Enrolled
1;0;1;18;6;6;12,14;6;6;13,33;Graduate
1;0;0;18;6;6;15,67;6;6;14,83;Graduate
1;0;0;19;7;5;12,5;8;7;12,17;Graduate
1;0;1;19;6;6;12,83;6;6;13,17;Graduate
